gene
MARCHF2
ABAT
ABCA12
ABHD10
AC007880.1
AC012358.7
AC034220.3
AC068282.3
AC072062.1
AC073052.1
AC079767.4
AC092159.2
AC131971.1
AC135983.2
ACCS
ACER2
ACO1
ADAT1
ADI1
ADRB1
AHI1
AHR
AK9
AKAP13
ALOX12
ANKRD18CP
ANKRD44-IT1
AP000347.2
AP000351.10
AP000688.14
AP1S3
APOBEC3B
APOL4
ARHGEF40
ARL11
ARL14EP
ARL16
ATP5G2P3
B4GALT1
BAALC
BBS2
BICD2
BRI3BP
BRIP1
C17orf97
C1orf115
C1orf194
C1QL3
C20orf96
C22orf34
C22orf43
CADM2
CAMK4
CAST
CCDC13
CCDC82
CCDC88A
CD86
CDH4
CDK11A
CEACAMP3
CEP70
CHMP4C
CHRNB2
CLDN20
CLHC1
CLLU1
CLLU1OS
CNDP2
CNPPD1
COL6A4P2
COLCA2
CPT1B
CRYBG3_ENSG00000080200
CRYBG3_ENSG00000233280
CTC-457L16.2
CTD-2116F7.1
CTD-2245F17.3
CTD-2306M10.1
CTD-2353F22.1
CTD-2583A14.8
CTD-2619J13.17
CTD-3199J23.6
CTH
CUBN
CX3CR1
CYP4V2
DCBLD2
DCLK2
DCTN5
DCXR
DDX11
DDX11L2
DEPTOR
DHX32
DIEXF
DNAH6
DOCK9-AS2
DROSHA
DSCC1
DSP
DTX1
EFCAB2
EFHB
EML4
EML6
EPB41L4A
ERCC4
ERVK13-1
ETS2
EVI2A
EXT2
F11R
FAM111A
FAM167A
FAM63B
FAM69B
FASTKD1
FBXO7
FCHO2
FCRL1
FMN1
FNBP1P1
FUT10
FXYD5
FXYD7
GAA
GAS6-AS1
GATM
GATS_ENSG00000239521
GCC2
GLB1
GPM6A
GPR155
GPR17
GRAMD1C
GSTA4
GSTM2
GSTM4
GSTT1
GTF2H2C
GUCY1A3
GYG1
H3F3C
HEATR5B
HEBP2
HERC2P10
HHAT
HMGN1P38
hsa-mir-4538
HSBP1L1
HSP90B1
IFNG
IFNG-AS1
IGHJ6
IGHV1-2
IGHV1-3
IGHV1-69
IGHV1-8
IGHV2-10
IGHV2-5
IGHV3-20
IGHV3-38
IGHV3-48
IGHV3-9
IGHV4-4
IGHV4-61
IGHV7-27
IGKV1D-13
IGKV1D-43
IGKV2-29
IGKV2D-24
IGLC6
IGLC7
IGLV1-41
IGLV8-61
IL22
IL26
ILDR1
IMP3
IQGAP2
IRAK3
IRF6
IRGM
ISCU
ITGB1BP1
ITGB3_ENSG00000259207
JAKMIP2
JAM2
JUP
KB-208E9.1
KB-226F1.1
KIAA1432
KIF13A
KLRK1
LCN15
LCN8
LGSN
LIG4
LILRA3
LIMS2
LINC00341
LINC00525
LINC00680
LINC00926
LL22NC03-22A12.9
LMO7
LONP2
LPIN1
LRRC16A
LRRC27
LRRC37A
LSG1
LTA4H
MAP2K6
MDGA1
MEX3B
MLKL
MMRN1
MPPE1
MS4A14
MYBL2
MYCBPAP
MYO7B
MYOM1
MYOZ2
MYRFL
NBR2
NCR1
NDUFA6
NEDD4
NEO1
NIPAL2
NIPSNAP3B
NME4
NOL9
NPIPB8
NPIPP1
NQO2
NT5DC3
NTPCR
NUDT12
NUP85
OR2AK2
OR2L13
OR2L1P
OR2L2
OR52N3P
OR56B2P
P2RX7
PCYOX1L
PDXDC2P_ENSG00000196696
PDZD8
PHF19
PHGDH
PI16
PIGG
PIGM
PKD1L1
PKIG
PLA2G4B
PLA2G4C
POLE4
POLR3K
PPFIA1
PPFIBP1
PRKCA
PRKD1
PRKXP1
PRR4
PSD4
PSMD13
PTCH1
QDPR
RAI14
RALGAPA1
RASGRP3
RBMS2
RCSD1
RDH13
RFC4
RFPL3S
RGS2
RHD
RNASE6
RNF39
RNU6-322P
ROBO3
ROCK1P1
RP1-283E3.4
RP1-90J20.11
RP11-105C19.1
RP11-113K21.1
RP11-147L13.8
RP11-158M2.3
RP11-165J3.6
RP11-166B2.1
RP11-18I14.10
RP11-219E7.1
RP11-226L15.5
RP11-277L2.4
RP11-277P12.20
RP11-286H15.1
RP11-296I10.3
RP11-313J2.1
RP11-327F22.1
RP11-327F22.2
RP11-341G23.4
RP11-345P4.6
RP11-345P4.7
RP11-347P5.1
RP11-353N4.6
RP11-356J5.12
RP11-363E7.4
RP11-390F4.3
RP11-399E6.1
RP11-425D10.10
RP11-428G5.5
RP11-434C1.1
RP11-43A14.1
RP11-455G16.1
RP11-477D19.2
RP11-488L18.10
RP11-499P20.2
RP11-509J21.1
RP11-526I2.1
RP11-526I2.5
RP11-534L6.2
RP11-535C21.3
RP11-535M15.2
RP11-588K22.2
RP11-589P10.5
RP11-58E21.4
RP11-632K20.2
RP11-632K20.7
RP11-638I2.10
RP11-638I2.9
RP11-680H20.2
RP11-747H7.3
RP11-77P16.4
RP11-81H14.2
RP11-876N24.4
RP11-996F15.2
RP3-388E23.2
RP3-512B11.3
RP4-545C24.1
RP4-756G23.5
RP5-1098D14.1
RP5-894A10.6
RPS28
SAMD4A
SCN2A
SEC23B
SEL1L3
SERPINE2
SESTD1
SH3RF3
SIDT2
SLC22A18
SLC23A2
SLC25A29
SLC2A1-AS1
SLC2A5
SLC2A9
SLC35E2B
SLC44A5
SLC9C1
SNX30
SPATA20
SPATA5L1
SPTBN1
SSH1
ST20
STAB2
STK32B
STK33
STX2
SUMO2P19
SYDE2
TAP2_ENSG00000204267
TAS2R12
TAS2R14
TAS2R18
TAS2R43
TAS2R64P
TBC1D14
TBC1D16
TC2N
TEAD2
THEM5
TIFA
TMA7
TMEM261
TMEM50B
TMEM97
TMEM9B-AS1
TMOD3
TNS3
TRAPPC12-AS1
TRIM52-AS1
TRIM63
TTC12
TTF2
TUBB6
TULP4
TXNDC15
U3_ENSG00000199370
UGT2B17
UPB1
USP40
USP53
UVSSA
VAMP1
VASH1
VIPR1
VPS41
VWA5A
WDR60
WDSUB1
WEE2-AS1
XRCC6BP1
Y_RNA_ENSG00000207425
ZDHHC14
ZDHHC19
ZNF124
ZNF200
ZNF202
ZNF215
ZNF223_ENSG00000178386
ZNF23
ZNF28
ZNF419
ZNF492
ZNF502
ZNF514
ZNF587
ZNF83
ZNF879
ZSCAN25
AC068039.4
AC074011.2
AC079325.6
AC093110.3
ACOX1
ACP2
ACTA2
ADD1
ADH5
ADSS
AFAP1
AFAP1-AS1
AGA
AK4
AKR1C1
AL645728.1
AMDHD1
ANKRD35
AP000347.4
AP003774.6
AP3B2
APOBEC3D
ARAP1-AS1
ARHGAP25
ARHGEF17
ARHGEF7
ATP1B1
B3GNT5
BAI3
BIN1
BLVRA
BTBD11
BTNL3
C10orf113
C15orf38
C1orf216
C4BPA
C4orf33
C8orf31
C9orf156
CABP1
CASC8
CCDC122
CCDC149
CCDC25
CCDC7
CD101
CD40
CD55
CD9
CDCP1
CEACAM21
CES1
CHD1L
CHN2
CHST13
CISD1
CLCN1
CLEC12A
CLEC17A
CLEC18A
CMKLR1
CTA-331P3.1
CTA-384D8.36
CTB-167B5.2
CTB-61M7.2
CTB-83J4.2
CTC-228N24.3
CTD-2008A1.2
CTD-2517M22.14
CTD-2531D15.4
CTD-2545M3.8
CTD-3099C6.9
CTSB
CUL7
DANCR
DBF4B
DDB2
DDR1
DDX20
DEGS1
DEXI
DGKE
DNAAF1
DOCK4
DRAM1
DYSF
ELF3
ELOVL2
ELOVL7
ELP2
EPHB4
FAM117B
FAM124A
FAM134A
FAM157C
FAM174B
FAM179B
FAM21A
FAM66C
FAM89A
FANCF
FAS
FBXO31
FCER1A
FCER2
FCGR2C
FOLR3
FPR1
FRRS1
GGTA1P
GLB1L
GLG1
GNLY
GPA33
GPN3
GPR114
GPR27
GPR75-ASB3
GRK4
GTPBP8
GUSBP3
GYPC
HECTD2
HHLA3
HIATL1
HMGXB3
HOMER2
HSD17B12
HTATSF1P2
IDH2
IFNGR2
IFT57
IGF1R
IGSF10
INPP1
ITGA9
ITPR3
ITSN1
KB-1572G7.3
KCNMB1
KHK
KIAA1598
KNOP1
KRT80
KRT8P46
LAIR2
LEPR
LGALS12
LGALSL
LINC00694
LINC00960
LINC01133
LINC01160
LOXHD1
LRP12
LRRC6
LXN
LY75
MANEA
MARCO
MDM1
MEF2B
METTL21B
MGME1
MGST3
MLK4
MRPL51
MRPS7
MTSS1
MYO1D
NAPSB
NDUFAF5
NEBL
NEDD1
NEK6
NFE2L3
NFXL1
NLRP6
NRG1
NSA2
NSFL1C
NUAK2
NUDT13
NUDT7
NVL
NYNRIN
OLFM1
P2RX5
PADI2
PAG1
PAIP2B
PAM
PAPLN
PARP4P2
PATL2
PDCD5
PDCD6IP
PICK1
PIK3R1
PIP5KL1
PLCL1
POLD3
POU2F3
PPFIA4
PPP1R3G
PPP2R3C
PPT1
PRELID1
PRLR
PRR13
PRUNE2
PSEN1
PVT1
RAB11FIP5
RAB23
RALGPS1
RAPGEF3
RFWD3
RGP1
RIC8A
RNASEH2B
RNF112
RNF150
RNF165
RNPEP
RNU7-111P
RP1-168P16.2
RP1-178F10.3
RP1-257I20.14
RP1-29C18.10
RP1-29C18.9
RP1-90J20.12
RP11-1002K11.1
RP11-1070N10.3
RP11-10L12.1
RP11-1149O23.3
RP11-121C2.2
RP11-155G15.2
RP11-16P6.1
RP11-196G11.2
RP11-212P7.2
RP11-298O21.5
RP11-335G20.7
RP11-356N1.2
RP11-362F19.1
RP11-426C22.5
RP11-465N4.5
RP11-472N19.3
RP11-480A16.1
RP11-488C13.6
RP11-4O1.2
RP11-540B6.2
RP11-640M9.2
RP11-661A12.5
RP11-689P11.2
RP11-734I18.1
RP11-807H22.6
RP11-819C21.1
RP11-848G14.5
RP11-875O11.3
RP11-933H2.4
RP3-460G2.2
RP3-525N10.2
RP4-737E23.2
RP4-778K6.3
RPA2
RPL7AP10
RRM1
RXFP2
SAPCD2
SCN9A
SELENBP1
SERPINB10
SERPINB6
SERPINF2
SFMBT1
SIGLEC12
SIMC1
SIRPB2
SLAMF1
SLC12A1
SLC22A16
SLC25A13
SLC35F3
SLC35G1
SLC39A10
SMPD2
SNHG8
SNORD3B-2
SPTBN5
SRCRB4D
SSH2
SSU72
ST18
ST6GALNAC2
STEAP4
STYXL1
SUSD1
SUSD3
SYCP2L
SYT1
TAF1B
TAS2R20
TBX3
TCTEX1D1
TEK
TM6SF1
TMBIM4_ENSG00000155957
TMC4
TMEM229B
TMEM50A
TNNT1
TOMM34
TRIM14
TRIM36
TRNT1
TRPC2
TSKS
TSPAN33
TTC3
U2AF1L4
UAP1L1
UNC5B
USP49
VANGL1
VAT1
VIPR1-AS1
VN1R83P
VNN1
VSIG10L
VWF
XPNPEP3
YTHDF1P1
ZC3H12D
ZCRB1
ZDHHC21
ZNF117
ZNF205
ZNF354A
ZNF429
ZNF484
ZNF559
ZNF586
ZNF627
ZNF695
ZNF708
ZNF738
ZNF880
ZP3
ABHD2
AC007386.4
AC020956.3
AC092316.1
ACSS1
ALDH7A1
ANKRD20A4
AP006621.5
AQP3
AQP7
ATP8B4
C10orf105
C16orf45
C19orf57
C1orf109
C1QTNF6
C21orf119
C3orf22
C5orf63
C7orf73
CARS2
CATSPER4
CBWD1
CCDC134
CD244
CD27-AS1
CDH23
CEACAM3
CEACAM4
CIB2
CILP
CIPC
CLIC4
CNR2
CPNE5
CTB-27N1.1
CTC-312O10.2
CTD-2337J16.1
CTD-2357A8.3
CTD-2583A14.11
CTD-2609K8.3
CYP1B1
DNER
DYNC1I2
ECEL1
EEF1DP3
EFCAB4A
EGLN2
ENC1
EVA1C
EXOC2
FAM110B
FAM131B
FCAR
FCGR3B
FFAR3
FIGLA
FRMD3
FRY
FUCA1
GCLC
GINS2
GLIPR1L2
GLT1D1
GLUL
GNPDA2
GOLGA8B
GRID2IP
HCAR2
HJURP
HK2
HMGN1
HNRNPA1P52
IGHV1OR15-4
IMMP2L
ING1
KCNJ10
KCNJ12
KCNMB3
KIAA1549L
LAMTOR5
LIN9
LPL
LRRC37A17P
NEFH
NIT2
NMT2
NXF1
OAS1
OSCAR
PADI4
PAPSS1
PAQR8
PDGFC
PDZD7
PEX11G
PGM2L1
PHF11
PIK3AP1
PKIB
PLEK
POPDC2
PPP1R17
PROK2
PTPRJ
RALBP1
RANBP17
RCHY1
RET
RIOK2
RNF214
RP1-197B17.3
RP11-1149M10.2
RP11-114H24.2
RP11-127I20.7
RP11-155G15.3
RP11-164P12.4
RP11-168O16.2
RP11-195F19.9
RP11-219D15.3
RP11-27K13.3
RP11-290C10.1
RP11-298O21.2
RP11-298O21.6
RP11-418J17.1
RP11-443A13.5
RP11-455B3.1
RP11-465N4.4
RP11-476D10.1
RP11-479G22.8
RP11-481J2.2
RP11-484O2.1
RP11-539L10.3
RP11-603B24.6
RP11-63P12.6
RP11-645C24.5
RP11-669C19.1
RP11-669M16.1
RP13-270P17.2
RP4-564F22.5
RP5-1092A3.4
RP5-821D11.7
RP5-901A4.1
S100PBP
SCLT1
SERPINI1
SH3BP5-AS1
SHB
SLAMF6P1
SLC16A1
SLC20A1
SLC22A18AS
SLC6A12
SLC6A16
SLFN12
SMARCE1
SMIM20
SNORA81_ENSG00000238390
SSBP3
STAG3L2
STAMBP
SUCLG2
SYCE1L
SYK
TARS
TGM2
TMEM223
TMEM64
TMX1
TPK1
TRAPPC4
TTLL4
UBQLNL
UGT3A1
URB1
ZFP28
ZNF225
ZNF300P1
ZNF519
ZNF890P
ABCB9
AC005307.3
AC005616.1
AC118278.1
AC130469.2
AKR1CL1
AMZ2
ANXA5
AP006621.6
AP2A2
ARHGAP44
ASRGL1
ATG7
B4GALNT3
BOK
BTBD17
BTN2A2
C11orf63
C1orf111
C1orf177
C1orf226
CAPN8
CASS4
CCDC50
CCDC74A
CD8A
CDRT15P1
CEP41
CEP78
CHPT1
CHSY3
CLDN24
CLIC5
COLGALT2
CRIPAK
CRTAM
CTA-29F11.1
CTD-2116N20.1
CTD-2206N4.4
CTD-2313F11.1
CYP4F34P
CYTL1
DBH-AS1
DUSP3
ENPP4
ENPP7P11
ETV7
FAH
FGF14
FGFR1
FGFR2
FIG4
FLG
FLG-AS1
GAB4
GOLGA8H
GREM2
GRIK4
GTPBP4
HBA1
HHEX
IGF2BP2
IGKV2OR22-4
IL11RA
ITGA1
ITPRIPL1
KBTBD11
KCTD7
KIR2DS4
KLRC1
KLRC2
KLRC4-KLRK1
KRT72
KRT73
KRT74
KYNU
LANCL2
LTBP1
LZTS1
MC1R
MCF2L2
Metazoa_SRP_ENSG00000272283
MLF1
MRPL10
MUC4
NAB1
NCLP1
NOMO3
NPTX2
PAK1
PCSK6
PGBD4P1
PLOD1
PLXDC1
POLR2J4_ENSG00000214783
PPP1R9A
PSTPIP2
PXDN
RAB38
RBPMS2
RCN1
RFFL
RNU1-22P
RNU6-181P
RORB
RP1-8B1.4
RP11-1055B8.7
RP11-147L13.2
RP11-175P19.2
RP11-190A12.8
RP11-214O1.2
RP11-222K16.2
RP11-277P12.9
RP11-305L7.1
RP11-308N19.1
RP11-367G6.3
RP11-367H1.1
RP11-513O17.2
RP11-54C4.1
RP11-564C4.6
RP11-567J20.3
RP11-585P4.5
RP11-632K20.6
RP11-640N11.2
RP11-641A6.2
RP11-686D22.7
RP11-690C23.3
RP11-690C23.5
RP11-798G7.6
RP13-39P12.3
RP5-1051J4.6
RP5-1092A3.5
RSPO4
SARDH
SDSL
SLC17A1
SLC22A17
SLC28A2
SNX18P9
SPIRE2
SPSB1
STK32C
SUSD4
TF
TFP1
THEMIS2
TLDC2
TMEM163
TNFSF8
TPD52
TRBV28
TRGC1
WDR7
XXbac-BPGBPG55C20.1
XXYLT1-AS2
ZFR2
ZMAT4
ZNF205-AS1
ZNF496
ZNF808
AC005041.17
AC008746.12
AC009120.3
AC010982.1
AC012358.4
AC078883.3
ACAN
ACOT1
ADAMTS6
AKR1D1P1
ANKRD55
ANKRD62P1-PARP4P3
APOBR
APOLD1
ARHGAP11A
BCL2L10
BLK
BMP1
C15orf53
C19orf54
C5orf30
CABLES2
CAPS2
CARS-AS1
CCDC144NL
CDRT15
CEP128
CEP170B
CHMP4A
CHN1
CLNK
CMTM8
COL6A2
COL6A3
COQ5
CPE
CPOX
CPQ
CPSF1
CSF2RB
CTA-313A17.2
CTB-70G10.1
CTD-2021H9.3
CTD-2262B20.1
CTD-2521M24.9
CTD-2561J22.5
CTSL
CTSW
CTTNBP2NL
DCT
DENND2D
DGKQ
DHX57
DNAI2
DOCK3
DST
DUSP16
ENTPD1
ENTPD1-AS1
EPHA4
EXO5
FAM126A
FAM153A
FAM161B
FAM171A1
FAM19A2
FAM43A
FAM86C1
FBXO2
FCRL2
FKBP11
FSTL4
GCAT
GIMAP5
GRAMD4
GREB1
HECW2
HERC2
HIVEP3
HPCAL4
HTR6
ITGA3
JADE1
KATNAL2
KIAA1715
KRT18P39
LBX2-AS1
LCLAT1
LINC00689
MAN2C1
MANBA
MT1E
MTMR9LP
MYO15B
NAPB
NAV2
NBEA
NEAT1
NINJ2
NLRP7
NPHP4
NPM1P33
OR10AH1P
OR10G1P
OR10G2
OR1F2P
OR52N2
OTUD3
PAFAH2
PARG
PFKP
PLCB2
PLD1
PMFBP1
PNMAL1
PPM1M
PPWD1
PROSC
PRPSAP1
PTGFRN
PTPRF
RERE
RNF216P1
RP1-151B14.9
RP1-29C18.8
RP11-109E24.1
RP11-137H2.4
RP11-148O21.2
RP11-215G15.5
RP11-247A12.7
RP11-248J23.6
RP11-340F14.5
RP11-361H10.3
RP11-365H23.1
RP11-384K6.6
RP11-403A21.2
RP11-429J17.2
RP11-497H17.1
RP11-532F6.3
RP11-62H7.2
RP11-723O4.2
RP11-723O4.9
RP11-77C3.3
RP4-803A2.2
RP5-1115A15.1
SCN8A
SDHDP6
SERPINB9
SH3YL1
SIDT1
SLC1A4
SLC25A41
SLC35F2
SMIM5
SMUG1
SPATC1L
SPDYE2B
SPSB2
STMN3
TAPBPL
TBCD
TDRD9
TDRKH
TEPP
TMED9
TMEM150C
TMOD1
TRAV38-1
TRBV4-2
TRBV5-7
TRIT1
TSEN2
TSHR
UBE2E3
VEZT
WIPI2
WSCD2
ZBTB20-AS1
ZNF772
AC010609.1
AC016722.4
AC020571.3
ACSL1
ACSL5
ADAM1A
AIF1L
AKAP6
AL158147.2
ALDH1B1
ALDH5A1
APOBEC3G
ATP1B3
ATP8A1
AVL9
BET1L
C17orf53
C17orf80
C21orf91
C2CD4C
CBLB
CCDC127
CCL20
CCNG1
CD59
CD84
CDC42BPA
CDC42EP3
CHRM3-AS2
CTC-550B14.7
DDX1
DDX42
DDX52
DIXDC1
DPY19L2P4
EPB41L3
EXOSC7
FAM229B
FANCA
FN3K
FNDC3A
GALNT3
GCSAML
GLP1R
GORAB
GPD1L
GUCA1B
HDHD2
HRH2
HSD17B7P2
HSPA7
HUS1
IGHV1OR15-3
INPP4B
ISM1
ITPR1
KCNJ15
KCNQ5
KLRD1
KRTAP5-AS1
LHX6
LINC00339
LINC00665
LRIT3
LSMEM1
MAP10
MCFD2
MCM8
MLLT4
MPP2
MTOR
MYT1L
NBPF10
NEXN
NT5C2
NUDCD2
PBRM1
PITRM1-AS1
PKN3
POU2AF1
PPP1R18
PROSER2
QSOX1
RAB6B
RAF1
RFT1
RIBC2
RP11-1018N14.5
RP11-108F13.2
RP11-177B4.1
RP11-388C12.8
RP11-405L18.4
RP11-542M13.3
RP11-544M22.13
RP11-660L16.2
RP11-71H17.9
RP4-535B20.4
SCAMP5
SEMA3D
SETDB2
SGK1
SIRT3
SMAD3
SMIM2-AS1
SNORA64_ENSG00000199566
SNRNP48
SP140
SRD5A1
SRD5A3
SRD5A3-AS1
TAS2R15
TAS2R19
TAS2R31
TFCP2
THOC1
TLR3
TMEM110-MUSTN1
TMEM165
TMEM87B
TSLP
TTL
UFSP2
USP14
ZNF132
ZNF283
ZNF623
ZNF761
SEPTIN11
AC025335.1
ACN9
ADCK1
AJ003147.9
AKR1E2
ANAPC4
ANKRD18EP
ANKRD42
APPL2
ARHGAP5
ARL5B-AS1
ATF6
ATM
BEND4
C11orf65
C16orf74
C6orf62
CCT3
CDIP1
CLEC18C
CLEC2A
CNOT6L
CRIPT
CTC-453G23.8
DHRS7
DNAJA4
DNAJB4
EBF3
EPHA1
ERICH1
FAM153C
FAM19A1
FGD5-AS1
FOXN2
GLB1L2
GNPTAB
GOLGA2P5
GP1BA
GPR132
GUSBP9
HSD17B14
ILK
JAM3
KCNMB4
KDELC2
KLHL2
LEPROT
LRRC8C
LSM7
MAP6D1
MBL1P
METTL18
METTL7A
MYH7B
NAALAD2
NADSYN1
NDUFB1
NEFL
NEK1
