gene
NPAT
NPTXR
NUP93
NUTM2D
OR1F1
PBX3
PDE1B
PDPR
PLEKHA1
POC5
POGZ
PSAP
PTBP2
RBAK
RBM11
RNF141
RP11-1026M7.3
RP11-123B3.2
RP11-1260E13.4
RP11-157J24.2
RP11-204M4.2
RP11-314B1.2
RP11-344B5.4
RP11-353N14.5
RP11-415F23.2
RP11-44F14.2
RP11-826N14.1
RP11-826N14.4
RP5-875O13.6
RPL23AP7
RPL37A
SERBP1P3
SLC18A2
SLC18B1
SLC19A1
SLC24A2
SNPH
STAP1
TAS2R46
TCTN2
TMEM106A
TMEM167A
TRAPPC13
TRIM65
TUSC3
USP45
VOPP1
WDR35
Y_RNA_ENSG00000199332
YES1
ZMYND10
ZNF436
ZNF815P
ZSWIM5
MARCHF6
MARCHF7
MARCHF8
A1CF
ABC7-42389800N19.1
ABCB1
ABCC2
ABCG5
ABHD15
ABHD6
AC002467.7
AC002480.3
AC003084.2
AC003682.17
AC004057.1
AC004159.1
AC004466.1
AC004471.9
AC004878.5
AC004899.3
AC004980.1
AC004980.8
AC004980.9
AC005042.4
AC005071.1
AC005264.2
AC005281.1
AC005281.2
AC005304.1
AC005488.1
AC005517.3
AC005523.3
AC005537.2
AC005682.6
AC005822.1
AC005943.5
AC006000.5
AC006024.4
AC006050.2
AC006130.1
AC006538.1
AC006547.13
AC006946.16
AC006960.7
AC007009.2
AC007128.1
AC007228.9
AC007318.5
AC007383.3
AC007386.2
AC007401.2
AC007551.3
AC007966.1
AC008268.2
AC008753.6
AC009095.4
AC009495.3
AC009961.3
AC010336.1
AC010733.7
AC010883.5
AC010971.1
AC011498.1
AC011899.9
AC012146.7
AC012314.19
AC012358.8
AC012360.4
AC012512.1
AC013437.2
AC013470.8
AC015815.2
AC015849.2
AC016559.1
AC016586.1
AC016723.4
AC017104.4
AC018442.1
AC018816.3
AC024028.1
AC024560.3
AC024704.2
AC024937.2
AC026188.1
AC026954.6
AC027763.2
AC062017.1
AC064834.2
AC067961.1
AC068831.12
AC069213.1
AC069257.6
AC073046.25
AC073072.7
AC073109.2
AC073115.7
AC073343.1
AC073850.6
AC073900.4
AC073957.15
AC079584.2
AC079781.7
AC083855.5
AC087163.2
AC090043.1
AC090044.2
AC092338.5
AC092667.2
AC093106.4
AC093162.5
AC093381.2
AC093609.1
AC093627.9
AC093668.2
AC094019.4
AC097467.2
AC097500.2
AC097662.2
AC097713.5
AC098614.1
AC098614.2
AC098831.4
AC099522.2
AC104389.28
AC104634.2
AC104654.2
AC104698.2
AC104841.1
AC106869.2
AC108004.2
AC109333.10
AC114808.2
AC115522.3
AC122129.1
AC135178.1
AC137590.1
AC137932.5
AC138655.6
AC138783.12
AC139887.4
AC141586.5
AC147651.2
AC159540.2
ACADSB
ACBD4
ACER1
ACER3
ACLY
ACMSD
ACOT13
ACSM1
ACTBP2
ACTG1P12
ACTR10
ACTR3
AD000684.2
ADA
ADAM12
ADAM1B
ADAM23
ADAMTS1
ADAMTS17
ADAMTS20
ADAMTS7P2
ADAMTS7P4
ADCK3
ADCY1
ADH4
ADIPOR2
ADIRF-AS1
ADM
ADO
ADPRH
ADSL
ADTRP
AEBP1
AEN
AF124730.4
AF131215.2
AF131215.9
AF131217.1
AFF3
AFF4
AGAP4
AGBL1
AGBL2
AGPS
AHRR
AIDA
AJAP1
AK1
AK4P2
AKAP11
AKAP3
AL022476.2
AL035588.1
AL049758.2
AL132989.1
AL133245.2
AL135998.1
AL137059.1
AL139022.1
AL160037.1
AL160275.1
AL161915.1
AL355490.2
AL392086.1
AL513547.1
AL589685.1
AL590113.1
AL592494.5
AL662800.1
AL773604.8
AL844165.1
ALCAM
ALDH18A1
ALKBH5
ALKBH6
ALKBH7
ALS2CL
AMIGO2
AMPD3
ANGEL2
ANGPT1
ANGPT2
ANGPTL1
ANKK1
ANKRD20A9P
ANKRD27
ANKRD30BP3
ANKRD36
ANKRD44
ANKRD50
ANKRD54
ANKRD62
ANP32AP1
ANXA1
ANXA11
ANXA2
AP000330.8
AP000351.3
AP000355.2
AP000473.8
AP000688.29
AP000770.1
AP001046.5
AP001205.1
AP001468.1
AP001468.58
AP001469.9
AP001625.5
AP003041.2
AP1G1
AP1M1
AP1M2
AP1S1
AP3S2
AP5S1
APBA1
APCDD1
APOBEC2
APOBEC3F
ARHGAP23
ARHGAP5-AS1
ARHGEF12
ARHGEF15
ARHGEF18
ARHGEF3
ARHGEF35
ARHGEF37
ARHGEF39
ARID4A
ARL4A
ARL4P
ARL8A
ARMC10
ARMC12
ARRB2
ARSA
ARVCF
ASH1L-AS1
ASH2L
ASLP1
ATF4
ATF7IP2
ATG2B
ATL1
ATN1
ATP10A
ATP11A
ATP5A1
ATP5F1P5
ATP6V0A2
ATP6V1D
ATP6V1G1
ATP8A2P3
ATP8B1
ATPAF2
ATR
ATXN1
ATXN2
AVEN
AVPI1
AZI2
B3GALNT1
B3GALTL
B3GNT7
B4GALT4-AS1
BACE1
BACE2
BACH1
BACH1-IT2
BACH2
BAIAP2L2
BARX2
BCAP29
BCL2L14
BCL7B
BCL9
BDH2P1
BEND5
BLOC1S2
BNIPL
BOD1L1
BPIFB1
BRD7P1
BSND
BST2
BTD
BTNL10
C10orf88
C11orf80
C11orf82
C12orf49
C12orf57
C15orf32
C15orf65
C16orf54
C16orf98
C17orf58
C17orf75
C19orf12
C19orf53
C1orf101
C1orf123
C1orf173
C1orf192
C1orf198
C1orf220
C1orf227
C1orf229
C1orf74
C1QB
C20orf112
C20orf196
C20orf203
C21orf2
C21orf59
C22orf24
C22orf29
C3orf33
C4BPB
C4orf26
C5orf45
C6orf10
C6orf164
C6orf47
C6orf52
C6orf89
C6orf99
C7orf50
C7orf55
C7orf69
C8orf33
C9orf171
C9orf173
C9orf91
CA5A
CABLES1
CACNA1I
CACNA2D4
CACNB1
CALB1
CALCOCO2
CALM2P3
CALM3
CALML3-AS1
CALY
CAMK1
CAMKK1
CAMKMT
CANT1
CANX
CAPN9
CAPS
CAPZA2
CARKD
CASC1
CATSPER2P1
CATSPERG
CAV3
CBFB
CBX3P5
CCDC117
CCDC14
CCDC162P
CCDC18
CCDC30
CCDC90B
CCDC92
CCKAR
CCND2-AS2
CCNT2
CCPG1
CCR12P
CD226
CD28
CD300LD
CD302
CD46
CD72
CDC20P1
CDC26
CDC42EP4
CDCA5
CDCA8
CDIPT-AS1
CDK19
CDR2
CDRT4
CDS2
CEACAM19
CEBPZ
CECR7
CENPC
CENPW
CEP152
CEP19
CEP72
CERK
CERS4
CFB_ENSG00000243649
CFD
CFL1P6
CGREF1
CHCHD3
CHCHD6
CHKB
CHKB-AS1
CHODL
CHRM3-AS1
CHST4
CHTOP
CISD2
CIT
CITF22-49D8.1
CKLF
CLCNKA
CLDN9
CLEC2B
CLIP3
CLMP
CLPP
CLU
CLYBL
CMAHP
CMBL
CMTM7
CNN2P1
COA1
COCH
COG3
COG6
COL11A2
COL16A1
COL27A1
COL6A1
COMMD6
COPRS
COPS7A
COQ7
COX10-AS1
COX4I1
COX5BP6
COX6B1
COX6B1P4
CPNE7
CPNE8
CPPED1
CPSF6
CPXM1
CRB3
